ID,SMOOTHED_AMPLITUDE_mean,SMOOTHED_AMPLITUDE_std,SMOOTHED_AMPLITUDE_max,VELOCITY_mean,VELOCITY_std,VELOCITY_max,ACCELERATION_mean,ACCELERATION_std,ACCELERATION_max,DISTANCE_ANG_mean,DISTANCE_ANG_std,FREQUENCY_mean,FREQUENCY_std,FREQUENCY_count,INTERVAL_STD,INTERVAL_CV
CONTROL01_DCHA,0.4953164705016366,0.2771667313363275,0.920610307117014,0.03936751059187986,2.4196396098469743,4.1156900431600185,0.03936751059187986,2.4196396098469743,4.1156900431600185,0.3382956829956758,0.2372341675123875,0.12472681673704157,0.4109779828378496,150,0.1378012628659976,0.2680278562618296
CONTROL01_DCHA_aug0_005,0.5007145729855152,0.27898285481856894,0.9655987447348118,0.04025278119386631,2.407368447504361,3.652201167893685,0.03188071535840478,2.403157513002888,3.652201167893685,0.3443340970494879,0.24460385420465225,0.12244971312347717,0.41044781996280494,150,0.09502694037831172,0.24154336104780894
CONTROL01_DCHA_aug0_007,0.49642721537848256,0.2868127247125385,0.9620133931482684,0.03188644520841369,2.4078536301175144,3.614937313655932,0.04037460058808937,2.404071269283544,3.614937313655932,0.33207685262576836,0.24467823457387372,0.13051959471185035,0.41073465416688354,150,0.11712893529121592,0.276457178290909
CONTROL01_IZDA,0.4264345193839962,0.21406112561825724,0.7891870063721068,0.03637807093918882,1.5937449414112583,3.107844109374083,0.03637807093918882,1.5937449414112583,3.107844109374083,0.2650056014332645,0.18917157425196302,0.07607793432619181,0.2860553468877811,150,0.024915226453757964,0.05669177858748401
CONTROL02_DCHA,0.35958260789192453,0.18034709937533036,0.6420076995003968,0.018685367787938355,1.9695588393297423,2.8353897925899223,0.018685367787938355,1.9695588393297423,2.8353897925899223,0.18116470585289757,0.12684623533834047,0.21071837249616018,0.5980152659863078,150,0.07041452653923824,0.1359021256460031
CONTROL02_IZDA,0.42228289403901265,0.23778470771629148,0.7508505076159402,-0.010375094108713429,2.3187954079171322,3.43464276915057,-0.010375094108713429,2.3187954079171322,3.43464276915057,0.24151906048232902,0.19106747364153298,0.14220326027260066,0.446448506211512,150,0.12563123297757098,0.2985394808812436
CONTROL03_IZDA,0.6042202556729793,0.27282803193917415,1.130781920181027,0.0708565907515014,2.4413106522563783,5.065232593565883,0.0708565907515014,2.4413106522563783,5.065232593565883,0.434958053003124,0.25875219501912444,0.11113837223494208,0.38181765923705774,150,0.15214541879550098,0.31162066365459284
CONTROL03_IZDA_aug1_003,0.6042202556729793,0.22989266667593425,1.0994687737743962,0.0742852157830365,1.8793232515330773,3.253416999097698,0.0742852157830365,1.8793232515330773,3.253416999097698,0.434958053003124,0.2127564394266151,0.1111383722349421,0.363291858656572,150,0.038438867016030415,0.10497277621629571
CONTROL04_DCHA,0.6322081332211695,0.29330700297797446,0.9619228331408154,-0.07538938419528203,2.2222981588013444,3.913714625687992,-0.07538938419528203,2.2222981588013444,3.913714625687992,0.4718604287054879,0.2846752838328923,0.09334506437516199,0.3543993293508475,150,0.058585485542889705,0.12466947398047487
CONTROL04_IZDA,0.6086625171594313,0.28649207679094785,0.9636844445102374,-0.057641280953107894,2.1449680035322944,3.7574491485786696,-0.057641280953107894,2.1449680035322944,3.7574491485786696,0.43026345439167596,0.28536530268392407,0.07494535457918511,0.2840897472959991,150,0.06178087353283595,0.1363767425808192
CONTROL05_DCHA,0.3995217623443641,0.13239624497240893,0.5602996316160963,0.027419491116070595,1.0216023729071473,2.214516395533732,0.027419491116070595,1.0216023729071473,2.214516395533732,0.2471123175308562,0.11944342628671864,0.07313785287213288,0.27793554659738545,150,0.0698674199118319,0.14982983545287887
CONTROL05_IZDA,0.5298670132352556,0.13950997806026885,0.675149948474511,0.028173355611850016,1.120918580413399,2.17740356852242,0.028173355611850016,1.120918580413399,2.17740356852242,0.34436759087444796,0.14331238795277396,0.06777373605713413,0.26557999167175106,142,0.07866647982377416,0.16354070481130237
CONTROL06_DCHA,0.3497317861089691,0.14312640318417544,0.5926114673452277,0.018053901449034668,2.0706242520657847,2.641746074122697,0.018053901449034668,2.0706242520657847,2.641746074122697,0.20995917447094475,0.15745152578341665,0.352848580751906,0.8561442398158006,150,0.09625115153924095,0.20951930862030374
CONTROL06_IZDA,0.31480607422745993,0.16008003175246738,0.5661329274294354,0.006721600253563368,1.6770739790053475,2.5378299104915896,0.006721600253563368,1.6770739790053475,2.5378299104915896,0.18997376585398318,0.14302847612010727,0.17959619401085883,0.5221981671354771,150,0.13379763884915935,0.19283153269110329
CONTROL07_DCHA,0.330778888927465,0.161518296976155,0.5522243111626759,0.005691347412518268,1.502684153451715,2.2287299519511903,0.005691347412518268,1.502684153451715,2.2287299519511903,0.19795545125366404,0.14167340266131048,0.13873031209564796,0.43482081845967,150,0.08094869146094398,0.2193376262528544
CONTROL07_IZDA,0.3482193487254152,0.21200897999644513,0.780247725826526,-0.015644163747047753,1.8668205917678413,3.089063568733321,-0.015644163747047753,1.8668205917678413,3.089063568733321,0.2155873656524399,0.17763446823785686,0.11120712280997111,0.3789308764001096,150,0.01840141720268151,0.05102499677469844
CONTROL07_IZDA_aug0_012,0.3405817828710648,0.21174240116127546,0.7727170059391889,-0.015531316467799516,1.850590694549423,2.784608243024495,-0.012836478995695828,1.84968130895372,2.784608243024495,0.20879649887988266,0.18639402007963388,0.11241620801072881,0.3817363146811915,150,0.012406232947176554,0.0344010458076889
CONTROL08_DCHA,0.39007194619101226,0.16371409550481378,0.623061643072644,-0.02900156780057447,1.5305930458174284,2.401057205332134,-0.02900156780057447,1.5305930458174284,2.401057205332134,0.23054487155682585,0.1465753408234948,0.16154028162317396,0.5369137666385221,150,0.05279388190741599,0.14175281117205463
CONTROL08_IZDA,0.3855686527719792,0.134521565162394,0.604774591351395,-0.0028964754112971963,1.216183370709289,2.066227158896264,-0.0028964754112971963,1.216183370709289,2.066227158896264,0.23538226368131035,0.12624951268684623,0.14984403861184928,0.470666518925262,150,0.1883131837829692,0.38569460791993515
CONTROL09_DCHA,0.41050636370149446,0.1828647229432995,0.6981800416901175,0.022931379737358724,1.5033374978486342,2.365448006312039,0.022931379737358724,1.5033374978486342,2.365448006312039,0.2453255065108106,0.17683205573843352,0.1031655910211644,0.35135347909705883,150,0.015692877875980643,0.04040610178208857
CONTROL09_DCHA_aug0_028,0.40906117962400373,0.1724184532129855,0.6907612409550787,0.019740823772302237,1.348297685179326,1.927098033025099,0.021361109827518092,1.3518387764589952,1.927098033025099,0.24920141907258658,0.16387985391030147,0.1032402325183043,0.33965220801715923,150,0.021308535955248762,0.05526004135157293
CONTROL09_IZDA,0.3435360124027449,0.14562233301473437,0.549924858833888,-0.001524759794452438,1.2262206348912825,2.018172887714063,-0.001524759794452438,1.2262206348912825,2.018172887714063,0.19530081956288567,0.12271772973436869,0.10646981252990538,0.3630737800357895,150,0.02481226382896714,0.06576670522058192
CONTROL09_IZDA_aug0_020,0.35022012785575973,0.13217647486125114,0.5669101721650152,-0.005489088756849682,1.0988832849486245,1.6117210404398967,0.00163334357436492,1.0982814678570854,1.6117210404398967,0.19572590925142813,0.1125761633578762,0.10589493612244669,0.3517044644637257,150,0.03627600491551276,0.0968644209675704
CONTROL1000_DCHA,0.3567327339631246,0.18602467593266572,0.6510155778687733,-0.014808312937799967,1.480072584538999,2.707133164637362,-0.014808312937799967,1.480072584538999,2.707133164637362,0.21284891102832715,0.14382319599469406,0.09139257581694833,0.3291160110307668,150,0.05874302293686501,0.1436349587382614
CONTROL1000_IZDA,0.31922568098935883,0.163703615344864,0.5582883091680836,0.009628751853042107,1.3125140867216074,2.4104286116877547,0.009628751853042107,1.3125140867216074,2.4104286116877547,0.20458271769349204,0.12676324310419612,0.09339827303465462,0.3366127207298306,150,0.11518359058169002,0.2619941888756154
CONTROL1002_DCHA,0.20619076258877794,0.09365287414516449,0.3781326411796779,-0.005971161399196273,0.9304991362896274,1.4175154080305743,-0.005971161399196273,0.9304991362896274,1.4175154080305743,0.09749206394728774,0.08859227149097026,0.18966114955327676,0.5550099076959237,150,0.18285426931843146,0.3204204973379266
CONTROL1002_IZDA,0.245873390062971,0.08432340662520801,0.4787382573796308,-0.0007066027663718131,1.123281558860882,1.8252929536030915,-0.0007066027663718131,1.123281558860882,1.8252929536030915,0.11953357882517042,0.0994390063402631,0.4175280560083674,0.96767709125378,150,0.09330667674189311,0.20753964038699121
CONTROL101_DCHA,0.268520014435701,0.13224999422433564,0.6572167750831056,0.027297465428869034,1.8033131022728501,2.877361290767724,0.027297465428869034,1.8033131022728501,2.877361290767724,0.14702933411721308,0.13095551756169932,0.4464583036011607,1.011618664733474,150,0.10466714352332977,0.23065275207879574
CONTROL101_DCHA_aug0_032,0.26808535166544106,0.13695239615724356,0.6945512230798712,0.03132069234196973,1.803226885819975,2.934959816621217,0.02675941205603202,1.802165479847274,2.826886033094752,0.14866736908305406,0.14169767505396874,0.4351077417812629,0.9901785595752732,150,0.07721606050557085,0.17926650790644832
CONTROL101_IZDA,0.32452593551454556,0.17498317801950344,0.6730840747212327,0.0485042260972757,2.2184334351614328,3.1981018412682327,0.0485042260972757,2.2184334351614328,3.1981018412682327,0.20306060993862285,0.15859270161448127,0.36487322201607914,0.8849614034535129,150,0.0883429366477907,0.19907071120110875
CONTROL102_DCHA,0.3177435621834428,0.16074030345012308,0.5925105419444145,-0.036377817482036674,1.486067941045851,2.450852480797191,-0.036377817482036674,1.486067941045851,2.450852480797191,0.2043055605371815,0.12888877862067621,0.13875013875013875,0.43527779998700233,150,0.02779420403209593,0.08212608302599014
CONTROL102_IZDA,0.3815986253434469,0.22293400725902554,0.7395806235146906,-0.005837196245865845,1.6590180457637922,3.0856683255117026,-0.005837196245865845,1.6590180457637922,3.0856683255117026,0.24570319837436022,0.1687916042109875,0.11065015766196938,0.42325958089881344,150,0.049184317261418524,0.10698789646307726
CONTROL103_DCHA,0.38512143351548245,0.21013557505476305,0.7749932376493932,-0.01436491061273595,2.801643943110785,3.894959548904999,-0.01436491061273595,2.801643943110785,3.894959548904999,0.2403240241563647,0.2024634618206291,0.29775002477946283,0.767008217173356,150,0.09203241721015727,0.17107036039313095
CONTROL103_DCHA_aug0_003,0.3831372689897986,0.2169828104488283,0.7964260944986057,-0.012459626601812884,2.7986313539971306,3.80103885519078,-0.01013132267818561,2.7931747184334625,3.80103885519078,0.24390513083756143,0.2090037926488447,0.2952710718931613,0.7643706839536865,150,0.10206803630084352,0.18972462403907597
CONTROL103_DCHA_aug0_009,0.38512143351548245,0.14055842627927634,0.6597297911101827,-0.013996623647795348,1.7654972778183047,2.605620796238398,-0.013996623647795348,1.7654972778183047,2.605620796238398,0.24032402415636464,0.12559496563519326,0.29775002477946283,0.7452178954773433,150,0.10206803630084352,0.18972462403907597
CONTROL103_IZDA,0.47332413822348246,0.245414079744395,0.8468778806911136,-0.0018889549930757028,3.1084247630775845,4.254592762695586,-0.0018889549930757028,3.1084247630775845,4.254592762695586,0.3265606642507858,0.24786376029030333,0.35147139027814844,0.8613709099368964,150,0.08952270852357698,0.19166296949998207
CONTROL104_DCHA,0.485344786023007,0.3269989612244524,1.0894660195588255,-0.038495566457036175,1.7877889476646456,5.492463894336201,-0.038495566457036175,1.7877889476646456,5.492463894336201,0.22269277044211744,0.14977884920829412,0.12159624042000099,0.49488643313294506,150,0.12912590542496952,0.20480960108084548
CONTROL104_IZDA,0.4286343584828528,0.23861058184055906,0.7165336870895119,-0.045297055945414264,1.204808191133952,3.223748437997489,-0.045297055945414264,1.204808191133952,3.223748437997489,0.26234199789092727,0.16614676722072727,0.15890030336154878,0.5727329489569245,150,0.1769630930010687,0.30043280292537367
CONTROL105_DCHA,0.31856020448114314,0.16761774689446224,0.6528913498356421,0.024751185127031696,2.387004590640264,3.2501458301775794,0.024751185127031696,2.387004590640264,3.2501458301775794,0.18167329711595073,0.16874305085409702,0.3751183575189693,0.8875165381563264,150,0.09324464419475645,0.20588235294117627
CONTROL105_IZDA,0.27199025693635936,0.13053611941576418,0.6115129121112526,0.0027550263884151033,1.6202725106148834,2.671499313931508,0.0027550263884151033,1.6202725106148834,2.671499313931508,0.1638042934133959,0.11965543638197439,0.29075256172841407,0.7447969624640478,150,0.10173821742878349,0.19924242151981905
